  99.9999999999964615   5.0000000000000003E-02 390 2001
  75.4116216248195883  20.3256673978489211
   6.5767700000000000E+08  -1.2467214534129521E+03   2.7424311596351903E-08   4.6127374204697255E-18   1.1437314756219162E+03
   6.5967700000000000E+08  -1.0079016047895558E+03   3.4304192593275683E-08   5.5674474243022673E-18   1.1853269231408524E+03
   6.6167700000000000E+08  -7.7367342722829164E+02   3.5128150508503938E-08   5.5617656278646890E-18   1.2150374739685262E+03
   6.6367700000000000E+08  -5.9250470188523263E+02   3.3779529437433126E-08   5.2606502449614561E-18   1.2352681343289878E+03
   6.6567700000000000E+08  -3.2516539377600873E+02   3.1256733965724336E-08   4.8122396178215743E-18   1.2495206092999244E+03
   6.6767700000000000E+08   3.2682460941239192E+01   2.8234474493680635E-08   4.3116299547697026E-18   1.2597527061947687E+03
   6.6967700000000000E+08   4.5437259349498697E+02   2.5177126527598530E-08   3.8218896971599839E-18   1.2672873073054182E+03
   6.7167700000000000E+08   9.1094181502940557E+02   2.2343854510537636E-08   3.3764150794800069E-18   1.2730613556600483E+03
   6.7367700000000000E+08   1.3814875920078559E+03   1.9839391808201558E-08   2.9869131739966641E-18   1.2777704123829139E+03
   6.7567700000000000E+08   1.8512856011298916E+03   1.7680447905178947E-08   2.6532331468658489E-18   1.2819317977761723E+03
   6.7767700000000000E+08   2.3014611239622664E+03   1.5841964097939398E-08   2.3698507725808797E-18   1.2859826121659589E+03
   6.7967700000000000E+08   2.6986140025140539E+03   1.4287447778181663E-08   2.1301259081452884E-18   1.2903171002963691E+03
   6.8167700000000000E+08   3.0238617219600760E+03   1.2978637841468120E-08   1.9273003222679474E-18   1.2954683034192346E+03
   6.8367700000000000E+08   3.2725407180091993E+03   1.1882086044821765E-08   1.7546447581936448E-18   1.3027184417211115E+03
   6.8567700000000000E+08   3.4404534529731873E+03   1.0976744414574162E-08   1.6061029538940596E-18   1.3147623009271365E+03
   6.8767700000000000E+08   3.5244500137181731E+03   1.0252107229894335E-08   1.4759921897929867E-18   1.3362144133186850E+03
   6.8967700000000000E+08   3.4863160960908422E+03   9.7016300730034678E-09   1.3595938359290376E-18   1.3727220043826524E+03
   6.9167700000000000E+08   3.2713956420613972E+03   9.3107028027966193E-09   1.2539195603138117E-18   1.4284329466202555E+03
   6.9367700000000000E+08   2.8767552157717773E+03   9.0502028330315934E-09   1.1577063556376993E-18   1.5038584718525053E+03
   6.9567700000000000E+08   2.3802841728313715E+03   8.8826138586378726E-09   1.0708687266798997E-18   1.5957013733115850E+03
   6.9767700000000000E+08   1.9323430553664034E+03   8.7726905351022422E-09   9.9361725183732552E-19   1.6984812525519078E+03
   6.9967700000000000E+08   1.7079606356163019E+03   8.6946960241029910E-09   9.2583610554183616E-19   1.8066222783208775E+03
   7.0167700000000000E+08   1.8492532051959454E+03   8.6332650062493251E-09   8.6695775472985159E-19   1.9156854826099463E+03
