#COOR
HGR

#START
1990  10   7   0   0   0   0      -86.09     -195.41       23.76
1990  10   8   0   0   0   0     -127.13     -171.23       23.62
1990  10   9   0   0   0   0     -161.79     -138.64       23.45
1990  10  10   0   0   0   0     -188.37      -99.24       23.28
1990  10  11   0   0   0   0     -205.60      -54.98       23.12
1990  10  12   0   0   0   0     -212.63       -8.03       22.93
1990  10  13   0   0   0   0     -209.14       39.32       22.74
1990  10  14   0   0   0   0     -195.29       84.75       22.56
1990  10  15   0   0   0   0     -171.75      126.03       22.35
1990  10  16   0   0   0   0     -139.65      161.14       22.15
1990  10  17   0   0   0   0     -100.53      188.31       21.95
1990  10  18   0   0   0   0      -56.32      206.22       21.71
1990  10  19   0   0   0   0       -9.15      213.94       21.49
1990  10  20   0   0   0   0       38.67      211.04       21.26
1990  10  21   0   0   0   0       84.79      197.61       21.01
1990  10  22   0   0   0   0      126.90      174.24       20.76
1990  10  23   0   0   0   0      162.92      142.03       20.51
1990  10  24   0   0   0   0      191.00      102.51       20.26
1990  10  25   0   0   0   0      209.70       57.58       19.98
1990  10  26   0   0   0   0      217.99        9.44       19.70
1990  10  27   0   0   0   0      215.40      -39.56       19.43
1990  10  28   0   0   0   0      201.91      -86.96       19.16
1990  10  29   0   0   0   0      178.11     -130.38       18.88
1990  10  30   0   0   0   0      145.08     -167.61       18.58
1990  10  31   0   0   0   0      104.38     -196.70       18.27
1990  11   1   0   0   0   0       57.96     -216.08       18.00
1990  11   2   0   0   0   0        8.10     -224.65       17.69
1990  11   3   0   0   0   0      -42.71     -221.85       17.38
1990  11   4   0   0   0   0      -91.91     -207.68       17.04
1990  11   5   0   0   0   0     -136.97     -182.70       16.73
1990  11   6   0   0   0   0     -175.51     -148.01       16.42
1990  11   7   0   0   0   0     -205.51     -105.29       16.07
1990  11   8   0   0   0   0     -225.25      -56.59       15.75
1990  11   9   0   0   0   0     -233.59       -4.33       15.44
1990  11  10   0   0   0   0     -229.92       48.84       15.08
1990  11  11   0   0   0   0     -214.25      100.18       14.76
1990  11  12   0   0   0   0     -187.20      147.00       14.39
1990  11  13   0   0   0   0     -149.98      186.79       14.02
1990  11  14   0   0   0   0     -104.39      217.35       13.69
1990  11  15   0   0   0   0      -52.66      236.95       13.36
1990  11  16   0   0   0   0        2.59      244.35       12.98
1990  11  17   0   0   0   0       58.51      238.96       12.64
1990  11  18   0   0   0   0      112.17      220.87       12.25
1990  11  19   0   0   0   0      160.68      190.79       11.89
1990  11  20   0   0   0   0      201.40      150.13       11.54
1990  11  21   0   0   0   0      232.01      100.86       11.18
