  99.9999999999964615   5.0000000000000003E-02 390 2001
  80.4784500623912038  21.0386885214517108
   6.5767700000000000E+08  -1.2702112358803081E+03   1.9663166856986520E-08   3.3996292915964221E-18   1.1126766481063453E+03
   6.5967700000000000E+08  -1.2160776999826337E+03   2.6417561935413696E-08   4.4223669224315325E-18   1.1491719922745922E+03
   6.6167700000000000E+08  -1.1187148673038423E+03   2.9356957452849389E-08   4.8078010313888142E-18   1.1746585080614238E+03
   6.6367700000000000E+08  -9.6676431980227619E+02   2.9842521386759605E-08   4.8172642207843437E-18   1.1917416503304005E+03
   6.6567700000000000E+08  -6.9406752683198033E+02   2.8537738865091577E-08   4.5607001926154523E-18   1.2037466935958332E+03
   6.6767700000000000E+08  -3.3289518560899756E+02   2.6300465380359255E-08   4.1733886249297082E-18   1.2123323018140989E+03
   6.6967700000000000E+08   9.3014008849974005E+01   2.3748575449571164E-08   3.7487520267752025E-18   1.2187031163592699E+03
   6.7167700000000000E+08   5.5994554372665391E+02   2.1243519013733462E-08   3.3396067257906004E-18   1.2237091411371755E+03
   6.7367700000000000E+08   1.0486861931427859E+03   1.8956425693439018E-08   2.9696860362362340E-18   1.2279847896134629E+03
   6.7567700000000000E+08   1.5389733823212798E+03   1.6946605649820850E-08   2.6461507886513490E-18   1.2320127619018765E+03
   6.7767700000000000E+08   2.0043172479907926E+03   1.5217048738430858E-08   2.3680816037546901E-18   1.2361775127320132E+03
   6.7967700000000000E+08   2.4139906352349885E+03   1.3746604774396840E-08   2.1311279217702675E-18   1.2408891832564677E+03
   6.8167700000000000E+08   2.7461121611847811E+03   1.2506741117787785E-08   1.9296790026748860E-18   1.2468268916646687E+03
   6.8367700000000000E+08   2.9967325590492037E+03   1.1472491128415048E-08   1.7576160723081481E-18   1.2556852325000580E+03
   6.8567700000000000E+08   3.1697040750769561E+03   1.0630332914751775E-08   1.6087764743759198E-18   1.2711541814920904E+03
   6.8767700000000000E+08   3.2460863325771270E+03   9.9765329943090807E-09   1.4772926001516979E-18   1.2991526761643513E+03
   6.8967700000000000E+08   3.1663336192144793E+03   9.5055201162259568E-09   1.3586326138513363E-18   1.3459251895290931E+03
   6.9167700000000000E+08   2.8768849018668775E+03   9.1959220315268013E-09   1.2503802433883342E-18   1.4148169328714200E+03
   6.9367700000000000E+08   2.4012196091532373E+03   9.0088312062970884E-09   1.1520682072434278E-18   1.5043099547983677E+03
   6.9567700000000000E+08   1.8659040414437247E+03   8.8998065062493510E-09   1.0641096816300675E-18   1.6089451595540418E+03
   6.9767700000000000E+08   1.4597313940809101E+03   8.8325973184899180E-09   9.8675812097260936E-19   1.7219668775620976E+03
   6.9967700000000000E+08   1.3661486235540408E+03   8.7844964447530061E-09   9.1967098261979064E-19   1.8375173949144066E+03
   7.0167700000000000E+08   1.7114963323748384E+03   8.7438459482993499E-09   8.6195520978108924E-19   1.9514834389688135E+03
   7.0367700000000000E+08   2.5439298182165139E+03   8.7050795272700766E-09   8.1238866737483658E-19   2.0613700323979706E+03
   7.0567700000000000E+08   3.8384833496671968E+03   8.6649253961210932E-09   7.6963923093414725E-19   2.1658316824026738E+03
   7.0767700000000000E+08   5.5169685278033221E+03   8.6205539827322308E-09   7.3242324059481218E-19   2.2642278651168981E+03
   7.0967700000000000E+08   7.4718778316518874E+03   8.5690887978527291E-09   6.9959805661867622E-19   2.3563137654124025E+03
   7.1167700000000000E+08   9.5872142579163392E+03   8.5077458763030448E-09   6.7020231567060631E-19   2.4420562130117610E+03
   7.1367700000000000E+08   1.1753310045673343E+04   8.4341247824613934E-09   6.4346095703630218E-19   2.5215343747043075E+03
   7.1567700000000000E+08   1.3874936900402796E+04   8.3464343314034010E-09   6.1877012444693385E-19   2.5948885840394182E+03
   7.1767700000000000E+08   1.5876138904426800E+04   8.2436396706635732E-09   5.9567552908276152E-19   2.6622958353642407E+03
   7.1967700000000000E+08   1.7702796635270322E+04   8.1255448141397707E-09   5.7385022620007776E-19   2.7239617457458189E+03
   7.2167700000000000E+08   1.9321526456808322E+04   7.9927620137755758E-09   5.5307044594064909E-19   2.7801197403607475E+03
   7.2367700000000000E+08   2.0717168151242146E+04   7.8465801698504901E-09   5.3319112005857672E-19   2.8310307067357453E+03
   7.2567700000000000E+08   2.1889655880896680E+04   7.6887949331062871E-09   5.1412445905280962E-19   2.8769815977555759E+03
   7.2767700000000000E+08   2.2850528844154316E+04   7.5215231219014692E-09   4.9582172352352872E-19   2.9182823987092293E+03
   7.2967700000000000E+08   2.3619392926815737E+04   7.3470212545804156E-09   4.7825827659631133E-19   2.9552612088086998E+03
   7.3167700000000000E+08   2.4220596995649768E+04   7.1675253757490076E-09   4.6142197212811398E-19   2.9882576477825651E+03
   7.3367700000000000E+08   2.4680349836113994E+04   6.9851244602316428E-09   4.4530478967060750E-19   3.0176151666533274E+03
   7.3567700000000000E+08   2.5024440578502774E+04   6.8016736325807787E-09   4.2989744204621211E-19   3.0436730555350168E+03
   7.3767700000000000E+08   2.5276635648591313E+04   6.6187468990447519E-09   4.1518647694144475E-19   3.0667589814781472E+03
   7.3967700000000000E+08   2.5457730489514292E+04   6.4376241700174776E-09   4.0115328599459791E-19   3.0871827320237858E+03
   7.4167700000000000E+08   2.5585161043953758E+04   6.2593040788442786E-09   3.8777439213690048E-19   3.1052315924449999E+03
   7.4367700000000000E+08   2.5673034657436910E+04   6.0845333577215884E-09   3.7502245482959088E-19   3.1211674968443645E+03
   7.4567700000000000E+08   2.5732431641462790E+04   5.9138444183206966E-09   3.6286755272613805E-19   3.1352258458653587E+03
   7.4767700000000000E+08   2.5771845852770839E+04   5.7475947161851025E-09   3.5127844633719700E-19   3.1476157162294071E+03
