EUVI-B filters optically thin plasma response: [log K] [log cm-3] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26]
0 0.0 2 0 4
200 14
logT logNe 171 195 284 304
4.50000e+00 5.00000e+00 6.32732e-08 3.77851e-07 2.63424e-05 2.85102e-04
4.51758e+00 5.00000e+00 1.36431e-07 7.66446e-07 3.72469e-05 4.90878e-04
4.53517e+00 5.00000e+00 2.89035e-07 1.51969e-06 5.05423e-05 8.60334e-04
4.55276e+00 5.00000e+00 6.03471e-07 2.95817e-06 6.65690e-05 1.52046e-03
4.57035e+00 5.00000e+00 1.24552e-06 5.67673e-06 8.60110e-05 2.68559e-03
4.58793e+00 5.00000e+00 2.54698e-06 1.07756e-05 1.10102e-04 4.69732e-03
4.60552e+00 5.00000e+00 5.17675e-06 2.03153e-05 1.41032e-04 8.06704e-03
4.62311e+00 5.00000e+00 1.04586e-05 3.80726e-05 1.81874e-04 1.35295e-02
4.64070e+00 5.00000e+00 2.09477e-05 7.07671e-05 2.36298e-04 2.21959e-02
4.65829e+00 5.00000e+00 4.14649e-05 1.30097e-04 3.09438e-04 3.56791e-02
4.67587e+00 5.00000e+00 8.08019e-05 2.35730e-04 4.08632e-04 5.62402e-02
4.69346e+00 5.00000e+00 1.54512e-04 4.19778e-04 5.44855e-04 8.70141e-02
4.71105e+00 5.00000e+00 2.88568e-04 7.31529e-04 7.34151e-04 1.32101e-01
4.72864e+00 5.00000e+00 5.25275e-04 1.24516e-03 9.97875e-04 1.96915e-01
4.74623e+00 5.00000e+00 9.31280e-04 2.06871e-03 1.36313e-03 2.88493e-01
4.76381e+00 5.00000e+00 1.60534e-03 3.34905e-03 1.86433e-03 4.15526e-01
4.78140e+00 5.00000e+00 2.68602e-03 5.27441e-03 2.54471e-03 5.88608e-01
4.79899e+00 5.00000e+00 4.34663e-03 8.05371e-03 3.45323e-03 8.19361e-01
4.81658e+00 5.00000e+00 6.77983e-03 1.18844e-02 4.64329e-03 1.11949e+00
4.83417e+00 5.00000e+00 1.01879e-02 1.69359e-02 6.17713e-03 1.49765e+00
4.85175e+00 5.00000e+00 1.47392e-02 2.32864e-02 8.11934e-03 1.95519e+00
4.86934e+00 5.00000e+00 2.05052e-02 3.08481e-02 1.05313e-02 2.48173e+00
4.88693e+00 5.00000e+00 2.73484e-02 3.92473e-02 1.34507e-02 3.04743e+00
4.90452e+00 5.00000e+00 3.48252e-02 4.77566e-02 1.68752e-02 3.59902e+00
4.92211e+00 5.00000e+00 4.23295e-02 5.56065e-02 2.07933e-02 4.07763e+00
4.93969e+00 5.00000e+00 4.95207e-02 6.26233e-02 2.52787e-02 4.45318e+00
4.95728e+00 5.00000e+00 5.62364e-02 6.89782e-02 3.04753e-02 4.71003e+00
4.97487e+00 5.00000e+00 6.24466e-02 7.50778e-02 3.65977e-02 4.84192e+00
4.99246e+00 5.00000e+00 6.82610e-02 8.15577e-02 4.39761e-02 4.85115e+00
5.01005e+00 5.00000e+00 7.39097e-02 8.92738e-02 5.30986e-02 4.74694e+00
5.02763e+00 5.00000e+00 7.96964e-02 9.88358e-02 6.44192e-02 4.55359e+00
5.04522e+00 5.00000e+00 8.60132e-02 1.10596e-01 7.82741e-02 4.30378e+00
5.06281e+00 5.00000e+00 9.33711e-02 1.24997e-01 9.49123e-02 4.02661e+00
5.08040e+00 5.00000e+00 1.02473e-01 1.42646e-01 1.14440e-01 3.74556e+00
5.09799e+00 5.00000e+00 1.14322e-01 1.64367e-01 1.36699e-01 3.47854e+00
5.11557e+00 5.00000e+00 1.30275e-01 1.91174e-01 1.61190e-01 3.23727e+00
5.13316e+00 5.00000e+00 1.51553e-01 2.23849e-01 1.87551e-01 3.02143e+00
5.15075e+00 5.00000e+00 1.79567e-01 2.62899e-01 2.15336e-01 2.82824e+00
5.16834e+00 5.00000e+00 2.16332e-01 3.08606e-01 2.43894e-01 2.65540e+00
5.18592e+00 5.00000e+00 2.64659e-01 3.60765e-01 2.72293e-01 2.50120e+00
5.20351e+00 5.00000e+00 3.28643e-01 4.18548e-01 2.99350e-01 2.36407e+00
5.22110e+00 5.00000e+00 4.13480e-01 4.80879e-01 3.23862e-01 2.24228e+00
5.23869e+00 5.00000e+00 5.24708e-01 5.48112e-01 3.45283e-01 2.13265e+00
5.25628e+00 5.00000e+00 6.68467e-01 6.21085e-01 3.63220e-01 2.03246e+00
5.27386e+00 5.00000e+00 8.50944e-01 7.00939e-01 3.77308e-01 1.93959e+00
5.29145e+00 5.00000e+00 1.07773e+00 7.89387e-01 3.87229e-01 1.85216e+00
5.30904e+00 5.00000e+00 1.35159e+00 8.88517e-01 3.92661e-01 1.76876e+00
5.32663e+00 5.00000e+00 1.67475e+00 9.99763e-01 3.93595e-01 1.68817e+00
5.34422e+00 5.00000e+00 2.05053e+00 1.12324e+00 3.90318e-01 1.60942e+00
5.36180e+00 5.00000e+00 2.48006e+00 1.25835e+00 3.83138e-01 1.53169e+00
5.37939e+00 5.00000e+00 2.96203e+00 1.40395e+00 3.72338e-01 1.45412e+00
5.39698e+00 5.00000e+00 3.48968e+00 1.55755e+00 3.58195e-01 1.37608e+00
5.41457e+00 5.00000e+00 4.05044e+00 1.71563e+00 3.41102e-01 1.29731e+00
5.43216e+00 5.00000e+00 4.62742e+00 1.87534e+00 3.22269e-01 1.21965e+00
5.44974e+00 5.00000e+00 5.19759e+00 2.03374e+00 3.03031e-01 1.14537e+00
5.46733e+00 5.00000e+00 5.73128e+00 2.18726e+00 2.84410e-01 1.07606e+00
5.48492e+00 5.00000e+00 6.19029e+00 2.33109e+00 2.67222e-01 1.01305e+00
5.50251e+00 5.00000e+00 6.53070e+00 2.45941e+00 2.52082e-01 9.57306e-01
5.52010e+00 5.00000e+00 6.72892e+00 2.56786e+00 2.39493e-01 9.09177e-01
5.53768e+00 5.00000e+00 6.82661e+00 2.65828e+00 2.29917e-01 8.67842e-01
5.55527e+00 5.00000e+00 6.88185e+00 2.73425e+00 2.23842e-01 8.32495e-01
5.57286e+00 5.00000e+00 6.95535e+00 2.79954e+00 2.21916e-01 8.02652e-01
5.59045e+00 5.00000e+00 7.11142e+00 2.85824e+00 2.25074e-01 7.78018e-01
