EIT filters optically thin plasma response: [log K] [log cm-3] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26]
0 0.0 2 0 4
200 14
logT logNe 171 195 284 304
6.99748e+00 5.00000e+00 5.39233e-02 1.20272e-01 3.96889e-03 1.73499e-02
7.01507e+00 5.00000e+00 5.32613e-02 1.33000e-01 3.63210e-03 1.58476e-02
7.03266e+00 5.00000e+00 5.21886e-02 1.55462e-01 3.38663e-03 1.44244e-02
7.05025e+00 5.00000e+00 5.08323e-02 1.88493e-01 3.20973e-03 1.31274e-02
7.06783e+00 5.00000e+00 4.93061e-02 2.32873e-01 3.08641e-03 1.19870e-02
7.08542e+00 5.00000e+00 4.77067e-02 2.88242e-01 3.00667e-03 1.10199e-02
7.10301e+00 5.00000e+00 4.61192e-02 3.51358e-01 2.96436e-03 1.02380e-02
7.12060e+00 5.00000e+00 4.46015e-02 4.16773e-01 2.95311e-03 9.63175e-03
7.13819e+00 5.00000e+00 4.31691e-02 4.81397e-01 2.96156e-03 9.15331e-03
7.15577e+00 5.00000e+00 4.18317e-02 5.42438e-01 2.97836e-03 8.76183e-03
7.17336e+00 5.00000e+00 4.05970e-02 5.96999e-01 2.99239e-03 8.42528e-03
7.19095e+00 5.00000e+00 3.94757e-02 6.41951e-01 2.99220e-03 8.11838e-03
7.20854e+00 5.00000e+00 3.84780e-02 6.74262e-01 2.96645e-03 7.82009e-03
7.22613e+00 5.00000e+00 3.75936e-02 6.92970e-01 2.91301e-03 7.52228e-03
7.24371e+00 5.00000e+00 3.67935e-02 6.99606e-01 2.83910e-03 7.22797e-03
7.26130e+00 5.00000e+00 3.60511e-02 6.96244e-01 2.75153e-03 6.93951e-03
7.27889e+00 5.00000e+00 3.53445e-02 6.85095e-01 2.65634e-03 6.65921e-03
7.29648e+00 5.00000e+00 3.46536e-02 6.68327e-01 2.55866e-03 6.38875e-03
7.31407e+00 5.00000e+00 3.39620e-02 6.47857e-01 2.46258e-03 6.12936e-03
7.33165e+00 5.00000e+00 3.32704e-02 6.24905e-01 2.36968e-03 5.88115e-03
7.34924e+00 5.00000e+00 3.25844e-02 6.00263e-01 2.28033e-03 5.64331e-03
7.36683e+00 5.00000e+00 3.19105e-02 5.74618e-01 2.19498e-03 5.41555e-03
7.38442e+00 5.00000e+00 3.12540e-02 5.48517e-01 2.11396e-03 5.19743e-03
7.40200e+00 5.00000e+00 3.06202e-02 5.22412e-01 2.03762e-03 4.98868e-03
7.41959e+00 5.00000e+00 3.00115e-02 4.96590e-01 1.96596e-03 4.78873e-03
7.43718e+00 5.00000e+00 2.94263e-02 4.71253e-01 1.89864e-03 4.59754e-03
7.45477e+00 5.00000e+00 2.88622e-02 4.46527e-01 1.83524e-03 4.41500e-03
7.47236e+00 5.00000e+00 2.83172e-02 4.22497e-01 1.77547e-03 4.24095e-03
7.48994e+00 5.00000e+00 2.77903e-02 3.99228e-01 1.71910e-03 4.07540e-03
7.50753e+00 5.00000e+00 2.72794e-02 3.76721e-01 1.66589e-03 3.91804e-03
7.52512e+00 5.00000e+00 2.67840e-02 3.55013e-01 1.61563e-03 3.76881e-03
7.54271e+00 5.00000e+00 2.63029e-02 3.34123e-01 1.56799e-03 3.62746e-03
7.56030e+00 5.00000e+00 2.58356e-02 3.14057e-01 1.52270e-03 3.49380e-03
7.57788e+00 5.00000e+00 2.53816e-02 2.94812e-01 1.47958e-03 3.36777e-03
7.59547e+00 5.00000e+00 2.49402e-02 2.76343e-01 1.43841e-03 3.24918e-03
7.61306e+00 5.00000e+00 2.45112e-02 2.58634e-01 1.39906e-03 3.13805e-03
7.63065e+00 5.00000e+00 2.40941e-02 2.41677e-01 1.36141e-03 3.03394e-03
7.64824e+00 5.00000e+00 2.36879e-02 2.25465e-01 1.32537e-03 2.93631e-03
7.66582e+00 5.00000e+00 2.32924e-02 2.09989e-01 1.29086e-03 2.84483e-03
7.68341e+00 5.00000e+00 2.29064e-02 1.95204e-01 1.25778e-03 2.75910e-03
7.70100e+00 5.00000e+00 2.25299e-02 1.81089e-01 1.22612e-03 2.67900e-03
7.71859e+00 5.00000e+00 2.21625e-02 1.67620e-01 1.19583e-03 2.60433e-03
7.73618e+00 5.00000e+00 2.18039e-02 1.54814e-01 1.16683e-03 2.53452e-03
7.75376e+00 5.00000e+00 2.14541e-02 1.42688e-01 1.13908e-03 2.46909e-03
7.77135e+00 5.00000e+00 2.11125e-02 1.31220e-01 1.11248e-03 2.40758e-03
7.78894e+00 5.00000e+00 2.07793e-02 1.20402e-01 1.08703e-03 2.34974e-03
7.80653e+00 5.00000e+00 2.04544e-02 1.10209e-01 1.06270e-03 2.29535e-03
7.82412e+00 5.00000e+00 2.01377e-02 1.00649e-01 1.03946e-03 2.24415e-03
7.84170e+00 5.00000e+00 1.98291e-02 9.17638e-02 1.01725e-03 2.19580e-03
7.85929e+00 5.00000e+00 1.95277e-02 8.35583e-02 9.95987e-04 2.14993e-03
7.87688e+00 5.00000e+00 1.92337e-02 7.60335e-02 9.75641e-04 2.10635e-03
7.89447e+00 5.00000e+00 1.89470e-02 6.91711e-02 9.56193e-04 2.06486e-03
7.91206e+00 5.00000e+00 1.86673e-02 6.29419e-02 9.37632e-04 2.02535e-03
7.92964e+00 5.00000e+00 1.83947e-02 5.72928e-02 9.19922e-04 1.98770e-03
7.94723e+00 5.00000e+00 1.81286e-02 5.21544e-02 9.02986e-04 1.95178e-03
7.96482e+00 5.00000e+00 1.78689e-02 4.74754e-02 8.86794e-04 1.91756e-03
7.98241e+00 5.00000e+00 1.76154e-02 4.32081e-02 8.71321e-04 1.88502e-03
8.00000e+00 5.00000e+00 1.73680e-02 3.93105e-02 8.56556e-04 1.85417e-03
4.50000e+00 5.53846e+00 1.98234e-07 1.34212e-06 9.72215e-06 1.21490e-04
4.51758e+00 5.53846e+00 3.46707e-07 2.34222e-06 1.38934e-05 2.16998e-04
4.53517e+00 5.53846e+00 6.14148e-07 4.10101e-06 1.90049e-05 3.94296e-04
4.55276e+00 5.53846e+00 1.10024e-06 7.20206e-06 2.51697e-05 7.20948e-04
