EIT filters optically thin plasma response: [log K] [log cm-3] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26] [cm^5/10^26]
0 0.0 2 0 4
200 14
logT logNe 171 195 284 304
7.34924e+00 5.00000e+00 7.62258e-03 1.32977e-01 2.14114e-04 4.77765e-04
7.36683e+00 5.00000e+00 7.46624e-03 1.27295e-01 2.05818e-04 4.58437e-04
7.38442e+00 5.00000e+00 7.31411e-03 1.21513e-01 1.97901e-04 4.39754e-04
7.40200e+00 5.00000e+00 7.16739e-03 1.15730e-01 1.90404e-04 4.21760e-04
7.41959e+00 5.00000e+00 7.02658e-03 1.10009e-01 1.83339e-04 4.04458e-04
7.43718e+00 5.00000e+00 6.89127e-03 1.04396e-01 1.76678e-04 3.87861e-04
7.45477e+00 5.00000e+00 6.76089e-03 9.89182e-02 1.70389e-04 3.71970e-04
7.47236e+00 5.00000e+00 6.63499e-03 9.35946e-02 1.64447e-04 3.56781e-04
7.48994e+00 5.00000e+00 6.51325e-03 8.84395e-02 1.58836e-04 3.42298e-04
7.50753e+00 5.00000e+00 6.39523e-03 8.34532e-02 1.53534e-04 3.28498e-04
7.52512e+00 5.00000e+00 6.28075e-03 7.86438e-02 1.48522e-04 3.15377e-04
7.54271e+00 5.00000e+00 6.16958e-03 7.40158e-02 1.43770e-04 3.02912e-04
7.56030e+00 5.00000e+00 6.06156e-03 6.95700e-02 1.39253e-04 2.91085e-04
7.57788e+00 5.00000e+00 5.95661e-03 6.53062e-02 1.34953e-04 2.79889e-04
7.59547e+00 5.00000e+00 5.85454e-03 6.12144e-02 1.30849e-04 2.69301e-04
7.61306e+00 5.00000e+00 5.75532e-03 5.72910e-02 1.26929e-04 2.59316e-04
7.63065e+00 5.00000e+00 5.65880e-03 5.35339e-02 1.23182e-04 2.49903e-04
7.64824e+00 5.00000e+00 5.56480e-03 4.99420e-02 1.19597e-04 2.41025e-04
7.66582e+00 5.00000e+00 5.47321e-03 4.65132e-02 1.16169e-04 2.32658e-04
7.68341e+00 5.00000e+00 5.38382e-03 4.32377e-02 1.12888e-04 2.24770e-04
7.70100e+00 5.00000e+00 5.29657e-03 4.01103e-02 1.09751e-04 2.17352e-04
7.71859e+00 5.00000e+00 5.21141e-03 3.71261e-02 1.06753e-04 2.10387e-04
7.73618e+00 5.00000e+00 5.12825e-03 3.42889e-02 1.03889e-04 2.03838e-04
7.75376e+00 5.00000e+00 5.04708e-03 3.16021e-02 1.01152e-04 1.97672e-04
7.77135e+00 5.00000e+00 4.96777e-03 2.90614e-02 9.85349e-05 1.91856e-04
7.78894e+00 5.00000e+00 4.89036e-03 2.66646e-02 9.60363e-05 1.86376e-04
7.80653e+00 5.00000e+00 4.81485e-03 2.44063e-02 9.36547e-05 1.81217e-04
7.82412e+00 5.00000e+00 4.74119e-03 2.22882e-02 9.13864e-05 1.76361e-04
7.84170e+00 5.00000e+00 4.66936e-03 2.03195e-02 8.92256e-05 1.71783e-04
7.85929e+00 5.00000e+00 4.59918e-03 1.85016e-02 8.71647e-05 1.67457e-04
7.87688e+00 5.00000e+00 4.53067e-03 1.68344e-02 8.52015e-05 1.63367e-04
7.89447e+00 5.00000e+00 4.46379e-03 1.53141e-02 8.33340e-05 1.59505e-04
7.91206e+00 5.00000e+00 4.39852e-03 1.39340e-02 8.15618e-05 1.55861e-04
7.92964e+00 5.00000e+00 4.33486e-03 1.26824e-02 7.98803e-05 1.52424e-04
7.94723e+00 5.00000e+00 4.27265e-03 1.15440e-02 7.82811e-05 1.49177e-04
7.96482e+00 5.00000e+00 4.21190e-03 1.05074e-02 7.67602e-05 1.46109e-04
7.98241e+00 5.00000e+00 4.15256e-03 9.56206e-03 7.53144e-05 1.43215e-04
8.00000e+00 5.00000e+00 4.09462e-03 8.69865e-03 7.39421e-05 1.40492e-04
4.50000e+00 5.53846e+00 2.04055e-08 1.48904e-07 7.91776e-07 7.65393e-06
4.51758e+00 5.53846e+00 3.84751e-08 2.74585e-07 1.13243e-06 1.36835e-05
4.53517e+00 5.53846e+00 7.36135e-08 5.06568e-07 1.55033e-06 2.48737e-05
4.55276e+00 5.53846e+00 1.42425e-07 9.34811e-07 2.05521e-06 4.54818e-05
4.57035e+00 5.53846e+00 2.77892e-07 1.72593e-06 2.66680e-06 8.28021e-05
4.58793e+00 5.53846e+00 5.45237e-07 3.18771e-06 3.42103e-06 1.48491e-04
