 0.43633E-01  0.21817E-01  0.26134E+16  0.60180E+15  0.44947E+15  0.15182E+03  0.13490E+10
 0.43633E-01  0.65450E-01  0.26139E+16  0.60606E+15  0.44511E+15  0.15188E+03  0.40446E+10
 0.43633E-01  0.10908E+00  0.26135E+16  0.61109E+15  0.44106E+15  0.15193E+03  0.67324E+10
 0.43633E-01  0.15272E+00  0.26122E+16  0.61700E+15  0.43700E+15  0.15197E+03  0.94074E+10
 0.43633E-01  0.19635E+00  0.26107E+16  0.62380E+15  0.43356E+15  0.15200E+03  0.12065E+11
 0.43633E-01  0.23998E+00  0.26092E+16  0.63135E+15  0.43041E+15  0.15202E+03  0.14699E+11
 0.43633E-01  0.28362E+00  0.26067E+16  0.63978E+15  0.42789E+15  0.15203E+03  0.17305E+11
 0.43633E-01  0.32725E+00  0.26033E+16  0.64885E+15  0.42598E+15  0.15202E+03  0.19878E+11
 0.43633E-01  0.37088E+00  0.25998E+16  0.65868E+15  0.42500E+15  0.15200E+03  0.22413E+11
 0.43633E-01  0.41452E+00  0.25961E+16  0.66926E+15  0.42464E+15  0.15197E+03  0.24906E+11
 0.43633E-01  0.45815E+00  0.25906E+16  0.68026E+15  0.42489E+15  0.15193E+03  0.27351E+11
 0.43633E-01  0.50178E+00  0.25859E+16  0.69179E+15  0.42577E+15  0.15187E+03  0.29745E+11
 0.43633E-01  0.54542E+00  0.25803E+16  0.70386E+15  0.42726E+15  0.15180E+03  0.32081E+11
 0.43633E-01  0.58905E+00  0.25745E+16  0.71611E+15  0.42937E+15  0.15173E+03  0.34357E+11
 0.43633E-01  0.63268E+00  0.25679E+16  0.72868E+15  0.43210E+15  0.15164E+03  0.36567E+11
 0.43633E-01  0.67632E+00  0.25612E+16  0.74124E+15  0.43483E+15  0.15156E+03  0.38708E+11
 0.43633E-01  0.71995E+00  0.25554E+16  0.75367E+15  0.43787E+15  0.15147E+03  0.40774E+11
